playa,tipo_vehic,fecha_ingreso,motivo,lugar_remision,comuna,anio,mes,motivo_norm
Río IV,AUTO,2026-06-26,PLACA,AUTOPISTA FRONDIZI 3.5,1,2026,6,PLACA
Río IV,AUTO,2026-06-26,DOC/PLACA,AUTOPISTA FRONDIZI 3.5,1,2026,6,DOCUMENTACION
Río IV,AUTO,2026-06-27,ALCOHOLEMIA,AV 9 DE JULIO 628,1,2026,6,ALCOHOLEMIA
Río IV,AUTO,2026-06-27,ALCOHOLEMIA,AV 9 DE JULIO 628,1,2026,6,ALCOHOLEMIA
Río IV,AUTO,2026-06-29,ESTACIONAMIENTO,AV GAONA 4481,10,2026,6,ESTACIONAMIENTO
Río IV,AUTO,2026-06-29,DOC/PLACA,PTE LUIS SAENZ PEÑA S/N,1,2026,6,DOCUMENTACION
Río IV,AUTO,2026-06-29,DOC/OTROS,LUNA 551,4,2026,6,DOCUMENTACION
Río IV,AUTO,2026-06-29,ESTACIONAMIENTO,INCLAN 4280,5,2026,6,ESTACIONAMIENTO
Río IV,AUTO,2026-06-29,DOC/OTROS,JOSE MARIA MORENO 61,5,2026,6,DOCUMENTACION
Río IV,AUTO,2026-06-30,ESTACIONAMIENTO,INCLAN 2731,5,2026,6,ESTACIONAMIENTO
Río IV,AUTO,2026-06-30,ESTACIONAMIENTO,VINCHINA 1510,5,2026,6,ESTACIONAMIENTO
Río IV,AUTO,2026-06-30,ESTACIONAMIENTO,MALVINAS ARGENTINAS 41,6,2026,6,ESTACIONAMIENTO
Río IV,AUTO,2026-06-30,DOC/OTROS,CARLOS PELLEGRINI,10,2026,6,DOCUMENTACION
Río IV,AUTO,2026-07-01,DOC/OTROS,AV INDEPENDENCIA 1907,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-01,DOC/OTROS,AV INDEPENDENCIA 1907,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-01,ESTACIONAMIENTO,MAGARIÑOS CERVANTES 3356,6,2026,7,ESTACIONAMIENTO
Río IV,AUTO,2026-07-01,ESTACIONAMIENTO,NEUQUEN 1940,6,2026,7,ESTACIONAMIENTO
Río IV,AUTO,2026-07-01,DOCUMENTACION,ALBERTI 1386,10,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-01,DOCUMENTACION,PASEO COLON 1475,1,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-02,DOCUMENTACION,ALBERTI 1300,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-02,ESTACIONAMIENTO,SALVADOR MARIA DEL CARRIL 4800,11,2026,7,ESTACIONAMIENTO
Río IV,AUTO,2026-07-02,DOCUMENTACION,AUT. 25 DE MAYO SUBIDA ALBERTI,1,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-02,DOCUMENTACION,ALMIRANTE BROWN 111,4,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-03,ALCOHOLEMIA,AV RIVADAVIA 7806,10,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-03,ALCO / DOC,YERBAL 3416,10,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-03,DOCUMENTACION,PASEO COLON 833,1,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-03,PLACA/OTROS,AUT. 25 DE MAYO SUBIDA ALBERTI,1,2026,7,PLACA
Río IV,AUTO,2026-07-04,ALCO / DOC,AV PASEO COLON 1145,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-04,ALCOHOLEMIA,AV PASEO COLON 1145,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-04,ALCOHOLEMIA,AV PASEO COLON 1145,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-04,ALCOHOLEMIA,AV AVELLANEDA 3151,7,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-04,ALCOHOLEMIA,AV PASEO COLON 1145,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-04,ALCOHOLEMIA,AV AVELLANEDA 3715,7,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-05,ALCOHOLEMIA,AV 9 DE JULIO 628,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-05,ALCOHOLEMIA,AV 9 DE JULIO 628,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-05,ALCOHOLEMIA,AV 9 DE JULIO 628,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-05,ALCOHOLEMIA,AV 9 DE JULIO 628,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-05,ALCOHOLEMIA,AV 9 DE JULIO 628,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-05,ALCOHOLEMIA,AV 9 DE JULIO 628,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-05,ALCOHOLEMIA,AV 9 DE JULIO 628,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-05,ALCOHOLEMIA,AV 9 DE JULIO 628,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-05,DOCUMENTACION,AV 9 DE JULIO 628,1,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-05,ALCOHOLEMIA,AV 9 DE JULIO 628,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-07,ALCOHOLEMIA,AV JUJUY 305,3,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-07,ALCOHOLEMIA,AV JUJUY 305,3,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-07,ALCOHOLEMIA,DEL BARCO CENTENERA 589,6,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-07,ALCOHOLEMIA,CHILE 440,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-08,ALCOHOLEMIA,JUANA MANSO 999,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-08,ALCOHOLEMIA,AV RIVADAVIA 8285,10,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-08,DOCUMENTACION,AV EVA PERON 7148,8,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-08,DOCUMENTACION,AV EVA PERON 7148,8,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-08,DOC/PLACA,LA RABIDA 5,1,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-08,PLACA,AV DELLEPIANE 682,1,2026,7,PLACA
Río IV,AUTO,2026-07-08,DOCUMENTACION,AUT 25 DE MAYO BAJADA ALBERTI,1,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-09,ALCOHOLEMIA,AV LA PLATA 920,5,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-11,ALCOHOLEMIA,CERRITO 600,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-11,ALCOHOLEMIA,CERRITO 600,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-11,ALCOHOLEMIA,CERRITO 600,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-13,DOCUMENTACION,PASEO COLON 1528,4,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-13,DOCUMENTACION,RIVADAVIA 10106,10,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-14,ALCOHOLEMIA,AV JUJUY 373,3,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-14,PLACA,ALBERTI 1338,3,2026,7,PLACA
Río IV,AUTO,2026-07-15,ALCOHOLEMIA,AV LIBERTADOR Y RIVADAVIA ,13,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-15,ALCOHOLEMIA,AV ECALABRINI ORTIZ 655,15,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-15,ALCOHOLEMIA,AV LIBERTADOR Y RIVADAVIA ,13,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-15,DOCUMENTACION,AV LIBERTADOR Y RIVADAVIA ,13,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-15,DOCUMENTACION,AV LIBERTADOR Y RIVADAVIA ,13,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-15,DOCUMENTACION,AV LIBERTADOR Y RIVADAVIA ,13,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-15,DOCUMENTACION,AV LIBERTADOR Y RIVADAVIA ,13,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-15,DOCUMENTACION,MONROE 5271,12,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-16,DOC/PLACA,AV CORRIENTES Y FOREST,15,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-16,ALCOHOLEMIA,AV CORRIENTES Y FOREST,15,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-16,DOCUMENTACION,AV CORRIENTES Y FOREST,15,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-16,ALCOHOLEMIA,AV CORRIENTES Y FOREST,15,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-16,ALCOHOLEMIA,JOAQUIN V GONZALEZ 3800,11,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-16,ALCOHOLEMIA,AV DIRECTORIO 29,6,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-16,ALCOHOLEMIA,AV CORRIENTES Y NEWBERY,15,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-16,ALCOHOLEMIA,AV CORRIENTES Y NEWBERY,15,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-16,DOCUMENTACION,ALBERTI 378,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-16,DOC/PLACA,ALBERTI 378,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-16,ESTACIONAMIENTO,CORVALAN 246,10,2026,7,ESTACIONAMIENTO
Río IV,AUTO,2026-07-16,ESTACIONAMIENTO,VALLE 515,7,2026,7,ESTACIONAMIENTO
Río IV,AUTO,2026-07-17,ALCOHOLEMIA,AV CORRIENTES 6752,15,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-17,DOCUMENTACION,AV JUAN B JUSTO 3151,15,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-17,ALCOHOLEMIA,AV CABILDO 1741,13,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-17,ALCOHOLEMIA,BULLRICH 440,14,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-17,ALCOHOLEMIA,BULLRICH 440,14,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-17,ALCOHOLEMIA,AV CONSTITUIYENTES 3482,13,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-17,DOCUMENTACION,ALBERTI 1338,1,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-18,ALCOHOLEMIA,AV DORREGO 3600,14,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-18,ALCOHOLEMIA,AV DORREGO 3600,14,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-18,ALCOHOLEMIA,AV DORREGO 3600,14,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-18,ALCO / DOC,AV DORREGO 3600,14,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-18,ALCOHOLEMIA,MACACHA GUEMES 251,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-18,ALCOHOLEMIA,AV J B JUSTO 734,14,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-18,ALCOHOLEMIA,AV DORREGO 3600,14,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-18,ALCOHOLEMIA,AV DORREGO 3600,14,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-18,ALCOHOLEMIA,PARAGUAY 4908,14,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-18,ALCOHOLEMIA,AV DORREGO 3600,14,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-18,ALCOHOLEMIA,AZUCENA VILLAFLOR 341,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-20,DOCUMENTACION,ALBERTI 1323,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-20,DOCUMENTACION,AU PERITO MORENO SUBIDA RIVADAVIA,10,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-21,ABANDONADO,AV IRIARTE 3517,4,2026,7,ABANDONADO
Río IV,AUTO,2026-07-22,DOCUMENTACION,ALBERTI 1308,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-23,ALCOHOLEMIA,AV JUJUY 305,3,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-23,DOCUMENTACION,AV JUJUY 305,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-23,ALCOHOLEMIA,AV JUJUY 305,3,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-23,PLACA,BAJADA ALBERTI Y AU 25 DE MAYO,3,2026,7,PLACA
Río IV,AUTO,2026-07-23,PLACA,AV. MARTIN GARCIA 368,4,2026,7,PLACA
Río IV,AUTO,2026-07-23,DOC/PLACA,BRASIL 656,1,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-24,ALCOHOLEMIA,ALICIA MOREAU DE JUSTO 1156,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-24,ALCOHOLEMIA,AV JUAN DE GARAY 2466,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-24,DOCUMENTACION,ALBERTI 1320,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-25,OTROS,JUANA MANSO 835,1,2026,7,OTROS
Río IV,AUTO,2026-07-26,ALCOHOLEMIA,AV RIVADAVIA 6900,7,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-26,DOCUMENTACION,AV RIVADAVIA 7900,7,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-26,ALCO / DOC,AV RIVADAVIA 6900,7,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-26,ALCOHOLEMIA,AV LIBERTADOR 600,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-26,ALCOHOLEMIA,AV LIBERTADOR 600,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-26,ALCO / DOC,AV LIBERTADOR 600,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-26,ALCOHOLEMIA,AV LIBERTADOR 600,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-26,ALCOHOLEMIA,AV LIBERTADOR 600,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-26,ALCOHOLEMIA,AV LIBERTADOR 600,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-26,ALCOHOLEMIA,AV LIBERTADOR 600,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-26,ALCOHOLEMIA,AV LIBERTADOR 600,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-27,DOCUMENTACION,AV DIRECTORIO 2452,7,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-27,DOCUMENTACION,AV. PASEO COLON 1268,1,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-27,DOCUMENTACION,AV DIRECTORIO 2952,5,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-27,DOCUMENTACION,S-D,*,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-27,ESTACIONAMIENTO,CAAGUAZU 7412,9,2026,7,ESTACIONAMIENTO
Río IV,AUTO,2026-07-27,DOCUMENTACION,PIEDRAS 1242,1,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-27,DOC/PLACA,AU.25 DE MAYO,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-28,PLACA,JUAN B JUSTO 1802,14,2026,7,PLACA
Río IV,AUTO,2026-07-28,PLACA,AV JUAN B JUSTO 1802,14,2026,7,PLACA
Río IV,AUTO,2026-07-28,PLACA,AV JUJUY Y BELGRANO ,3,2026,7,PLACA
Río IV,AUTO,2026-07-28,ALCOHOLEMIA,AV JUAN B JUSTO 1802,14,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-28,DOC/PLACA,AV JUJUY Y BELGRANO ,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-28,ALCOHOLEMIA,AV RIVADAVIA 4970,6,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-28,DOCUMENTACION,AV PERITO MORENO Y ZUVIRIA,8,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-28,DOCUMENTACION,AU 25 DE MAYO S/N,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-28,PLACA,AV. PASEO COLON 492,1,2026,7,PLACA
Río IV,AUTO,2026-07-29,PLACA,AV JUAN B JUSTO 3151,15,2026,7,PLACA
Río IV,AUTO,2026-07-29,DOCUMENTACION,AU. 25 DE MAYO Y ALBERDI,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-29,DOCUMENTACION,ACOYTE 465,6,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-30,ALCOHOLEMIA,BULLRICH Y CERVIÑO,14,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-30,DOCUMENTACION,AV JUAN B JUSTO 4800,11,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-30,ALCOHOLEMIA,AV DEL LIBERTADOR 7245,13,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-30,ALCOHOLEMIA,CNEL. RAMON L. FALCON 2347,7,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-30,ALCOHOLEMIA,AV DEL LIBERTADOR 7245,13,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-30,ALCOHOLEMIA,JUJUY 373,3,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-30,DOCUMENTACION,AV ANTARTIDA ARGENTINA 1440,1,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-31,ALCOHOLEMIA,JORGE NEWBERY Y CORRIENTE,15,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-31,ALCOHOLEMIA,AV PASEO COLON 1116,1,2026,7,ALCOHOLEMIA
Río IV,AUTO,2026-07-31,PLACA,AU 25 DE MAYO Y ALBERTI,3,2026,7,PLACA
Río IV,AUTO,2026-07-31,DOCUMENTACION,AU 25 DE MAYO Y ALBERTI,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-31,DOCUMENTACION,AU 25 DE MAYO Y ALBERTI,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-31,DOCUMENTACION,AU 25 DE MAYO Y ALBERTI,3,2026,7,DOCUMENTACION
Río IV,AUTO,2026-07-31,ABANDONADO,TANDIL 3647,7,2026,7,ABANDONADO
Sarmiento,AUTO,2024-07-01,ALCOHOLEMIA,AV CABILDO 4625,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-02,DOCUMENTACION,AV BULLRICH 650,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-02,ALCOHOLEMIA,AV BULLRICH 650,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-02,ALCOHOLEMIA,AV BULLRICH 651,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-02,DOCUMENTACION,AV SANTAFE 4560,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-02,DOCUMENTACION,AV SANTA FE 4560,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-03,DOCUMENTACION,AV CORRIENTES 6800,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-03,DOCUMENTACION,OBLIGADO 2200,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-03,ALCOHOLEMIA,AV SAN MARTIN 1210,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-03,ALCOHOLEMIA,AV CORRIENTES 6800,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-04,DOCUMENTACION,AV. SAN MARTIN 1209,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-04,ALCOHOLEMIA,AV JUAN B JUSTO,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-04,ALCOHOLEMIA,AV CORRIENTES 6700,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-04,DOCUMENTACION,J B JUSTO 3151,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-04,ALCO / DOC,AV SAN MARTIN ,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-04,DOCUMENTACION,AV SAN MARTIN 1209,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-04,ALCOHOLEMIA,BEIRO 2221,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-04,ALCOHOLEMIA,BEIRO 2221,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-04,ALCOHOLEMIA,AV CORRIENTES 6300,*,2024,7,ALCOHOLEMIA
Sarmiento,MOTO,2024-07-05,ALCOHOLEMIA,AV.LA PAMPA 600,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-05,ALCOHOLEMIA,CORRIENTES 6800,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-05,ALCOHOLEMIA,AV.LA PAMPA 600,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-05,ALCOHOLEMIA,AV CORDOBA,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-05,DOCUMENTACION,AV J B JUSTO 9441,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-05,ALCO / DOC,AV CORRIENTES 4073,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-05,DOCUMENTACION,CORRIENTES 6800,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-05,ALCOHOLEMIA,AV JUAN B JUSTO 9440,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-05,DOCUMENTACION,AV CORDOBA,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-05,ALCOHOLEMIA,SARMIENTO 3200,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-05,DOCUMENTACION,AV CORDOBA 4073,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-06,DOCUMENTACION,PARAGUAY Y GODOY CRUZ,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-06,DOCUMENTACION,DORREGO 3600,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,AV SANTA FE 4509,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,AV LAS HERAS 3520,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,AV CABILDO 1741,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,PARAGUAY Y G CRUZ,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,ALCO / DOC,AV R OBLIGADO ,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,AV DORREGO 3600,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,AV DEL LIBERTADOR,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,AV R OBLIGADO 5190,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,AV LIBERTADOR Y VEDIA,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,AV JUAN B JUSTO 2129,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,PARAGUAY 4979,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,AV B JUSTO 1744,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,*,SANTA FE 4509,*,2024,7,OTROS
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,AV LAS HERAS 3520,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,AV JUAN B JUSTO 2129,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,DOCUMENTACION,AV CABILDO 1741,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,AV CABILDO 1741,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,PARAGUAY 4978,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-06,DOCUMENTACION,PARAGUAY 4978,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-06,DOCUMENTACION,PARAGUAY 4978,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-06,ESTACIONAMIENTO,NOBLE 4100,*,2024,7,ESTACIONAMIENTO
Sarmiento,AUTO,2024-07-06,DOCUMENTACION,PARAGUAY 4978,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-06,ALCOHOLEMIA,AV. CABILDO 3900,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-07,ALCOHOLEMIA,AV ALCORTA 4000,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-07,ALCOHOLEMIA,AV ALCORTA 4000,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-07,ALCO / DOC,AV. F. ALCORTA 4000,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-07,ALCO / DOC,AV. F. ALCORTA 4000,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-07,DOCUMENTACION,AV DORREGO 3500,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-08,ALCOHOLEMIA,COSTANERA Y OBLIGADO,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-08,DOCUMENTACION,AV SAN MARTIN 7388,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-08,ALCOHOLEMIA,AV. JUAN B JUSTO 9410,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-09,DOCUMENTACION,AV CORRIENTES 6750,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-09,DOCUMENTACION,AV CABILDO 2160,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-09,ALCOHOLEMIA,AV.CORRIENTES 6750,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-09,ALCO / DOC,AV.CORRIENTES 6750,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-09,DOCUMENTACION,AV.CORRIENTES 6750,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-09,ALCOHOLEMIA,AV.CORRIENTES 6750,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-09,DOCUMENTACION,JUNCAL 857,*,2024,7,DOCUMENTACION
Sarmiento,MOTO,2024-07-10,ALCOHOLEMIA,AV LIBERTADOR 8650,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-10,ALCOHOLEMIA,AV SARMIENTO 3100,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-11,ALCOHOLEMIA,AV J B JUSTO Y GORRITI,*,2024,7,ALCOHOLEMIA
Sarmiento,AUTO,2024-07-11,DOCUMENTACION,AV.LIBERTADOR 5831,*,2024,7,DOCUMENTACION
Sarmiento,AUTO,2024-07-11,DOCUMENTACION,AV.CABILDO,*,2024,7,DOCUMENTACION
